1,18
2,17
3,16
4,15
5,14
6,13
7,12
8,11
9,10
1,2,16
1,3,15
1,4,14
1,5,13
1,6,12
1,7,11
1,8,10
2,3,14
2,4,13
2,5,12
2,6,11
2,7,10
2,8,9
3,4,12
3,5,11
3,6,10
3,7,9
4,5,10
4,6,9
4,7,8
5,6,8
1,2,3,13
1,2,4,12
1,2,5,11
1,2,6,10
1,2,7,9
1,3,4,11
1,3,5,10
1,3,6,9
1,3,7,8
1,4,5,9
1,4,6,8
1,5,6,7
2,3,4,10
2,3,5,9
2,3,6,8
2,4,5,8
2,4,6,7
3,4,5,7
1,2,3,4,9
1,2,3,5,8
1,2,3,6,7
1,2,4,5,7
1,3,4,5,6
