1,32
2,31
3,30
4,29
5,28
6,27
7,26
8,25
9,24
10,23
11,22
12,21
13,20
14,19
15,18
16,17
1,2,30
1,3,29
1,4,28
1,5,27
1,6,26
1,7,25
1,8,24
1,9,23
1,10,22
1,11,21
1,12,20
1,13,19
1,14,18
1,15,17
2,3,28
2,4,27
2,5,26
2,6,25
2,7,24
2,8,23
2,9,22
2,10,21
2,11,20
2,12,19
2,13,18
2,14,17
2,15,16
3,4,26
3,5,25
3,6,24
3,7,23
3,8,22
3,9,21
3,10,20
3,11,19
3,12,18
3,13,17
3,14,16
4,5,24
4,6,23
4,7,22
4,8,21
4,9,20
4,10,19
4,11,18
4,12,17
4,13,16
4,14,15
5,6,22
5,7,21
5,8,20
5,9,19
5,10,18
5,11,17
5,12,16
5,13,15
6,7,20
6,8,19
6,9,18
6,10,17
6,11,16
6,12,15
6,13,14
7,8,18
7,9,17
7,10,16
7,11,15
7,12,14
8,9,16
8,10,15
8,11,14
8,12,13
9,10,14
9,11,13
10,11,12
1,2,3,27
1,2,4,26
1,2,5,25
1,2,6,24
1,2,7,23
1,2,8,22
1,2,9,21
1,2,10,20
1,2,11,19
1,2,12,18
1,2,13,17
1,2,14,16
1,3,4,25
1,3,5,24
1,3,6,23
1,3,7,22
1,3,8,21
1,3,9,20
1,3,10,19
1,3,11,18
1,3,12,17
1,3,13,16
1,3,14,15
1,4,5,23
1,4,6,22
1,4,7,21
1,4,8,20
1,4,9,19
1,4,10,18
1,4,11,17
1,4,12,16
1,4,13,15
1,5,6,21
1,5,7,20
1,5,8,19
1,5,9,18
1,5,10,17
1,5,11,16
1,5,12,15
1,5,13,14
1,6,7,19
1,6,8,18
1,6,9,17
1,6,10,16
1,6,11,15
1,6,12,14
1,7,8,17
1,7,9,16
1,7,10,15
1,7,11,14
1,7,12,13
1,8,9,15
1,8,10,14
1,8,11,13
1,9,10,13
1,9,11,12
2,3,4,24
2,3,5,23
2,3,6,22
2,3,7,21
2,3,8,20
2,3,9,19
2,3,10,18
2,3,11,17
2,3,12,16
2,3,13,15
2,4,5,22
2,4,6,21
2,4,7,20
2,4,8,19
2,4,9,18
2,4,10,17
