1,13
2,12
3,11
4,10
5,9
6,8
1,2,11
1,3,10
1,4,9
1,5,8
1,6,7
2,3,9
2,4,8
2,5,7
3,4,7
3,5,6
1,2,3,8
1,2,4,7
1,2,5,6
1,3,4,6
2,3,4,5
